57      //Pixel 277: 087
58      //Pixel 278: 088
58      //Pixel 279: 088
59      //Pixel 280: 089
5A      //Pixel 281: 090
5C      //Pixel 282: 092
5E      //Pixel 283: 094
61      //Pixel 284: 097
64      //Pixel 285: 100
67      //Pixel 286: 103
6A      //Pixel 287: 106
6A      //Pixel 288: 106
6B      //Pixel 289: 107
6D      //Pixel 290: 109
6E      //Pixel 291: 110
6F      //Pixel 292: 111
6F      //Pixel 293: 111
6F      //Pixel 294: 111
6F      //Pixel 295: 111
6F      //Pixel 296: 111
6F      //Pixel 297: 111
6F      //Pixel 298: 111
6F      //Pixel 299: 111
6F      //Pixel 300: 111
6F      //Pixel 301: 111
6F      //Pixel 302: 111
6F      //Pixel 303: 111
6F      //Pixel 304: 111
6F      //Pixel 305: 111
6F      //Pixel 306: 111
6F      //Pixel 307: 111
6F      //Pixel 308: 111
6F      //Pixel 309: 111
6F      //Pixel 310: 111
6F      //Pixel 311: 111
6F      //Pixel 312: 111
6F      //Pixel 313: 111
6F      //Pixel 314: 111
6F      //Pixel 315: 111
6F      //Pixel 316: 111
6F      //Pixel 317: 111
70      //Pixel 318: 112
70      //Pixel 319: 112
70      //Pixel 320: 112
6F      //Pixel 321: 111
6E      //Pixel 322: 110
6E      //Pixel 323: 110
6D      //Pixel 324: 109
6C      //Pixel 325: 108
6C      //Pixel 326: 108
6C      //Pixel 327: 108
6C      //Pixel 328: 108
6C      //Pixel 329: 108
6C      //Pixel 330: 108
6A      //Pixel 331: 106
6A      //Pixel 332: 106
64      //Pixel 333: 100
63      //Pixel 334: 099
62      //Pixel 335: 098
62      //Pixel 336: 098
62      //Pixel 337: 098
62      //Pixel 338: 098
6C      //Pixel 339: 108
7B      //Pixel 340: 123
81      //Pixel 341: 129
84      //Pixel 342: 132
86      //Pixel 343: 134
86      //Pixel 344: 134
86      //Pixel 345: 134
85      //Pixel 346: 133
85      //Pixel 347: 133
84      //Pixel 348: 132
84      //Pixel 349: 132
83      //Pixel 350: 131
83      //Pixel 351: 131
82      //Pixel 352: 130
82      //Pixel 353: 130
82      //Pixel 354: 130
82      //Pixel 355: 130
81      //Pixel 356: 129
82      //Pixel 357: 130
84      //Pixel 358: 132
9D      //Pixel 359: 157
A3      //Pixel 360: 163
9F      //Pixel 361: 159
80      //Pixel 362: 128
65      //Pixel 363: 101
64      //Pixel 364: 100
64      //Pixel 365: 100
64      //Pixel 366: 100
64      //Pixel 367: 100
65      //Pixel 368: 101
66      //Pixel 369: 102
67      //Pixel 370: 103
68      //Pixel 371: 104
68      //Pixel 372: 104
69      //Pixel 373: 105
69      //Pixel 374: 105
6A      //Pixel 375: 106
6A      //Pixel 376: 106
6A      //Pixel 377: 106
69      //Pixel 378: 105
68      //Pixel 379: 104
61      //Pixel 380: 097
2E      //Pixel 381: 046
2B      //Pixel 382: 043
00      //Pixel 383: 000
83      //Pixel 384: 131
85      //Pixel 385: 133
86      //Pixel 386: 134
86      //Pixel 387: 134
85      //Pixel 388: 133
86      //Pixel 389: 134
86      //Pixel 390: 134
86      //Pixel 391: 134
88      //Pixel 392: 136
8B      //Pixel 393: 139
8C      //Pixel 394: 140
8C      //Pixel 395: 140
8B      //Pixel 396: 139
88      //Pixel 397: 136
7E      //Pixel 398: 126
6A      //Pixel 399: 106
57      //Pixel 400: 087
57      //Pixel 401: 087
57      //Pixel 402: 087
56      //Pixel 403: 086
57      //Pixel 404: 087
58      //Pixel 405: 088
58      //Pixel 406: 088
59      //Pixel 407: 089
5A      //Pixel 408: 090
5C      //Pixel 409: 092
5E      //Pixel 410: 094
60      //Pixel 411: 096
64      //Pixel 412: 100
66      //Pixel 413: 102
68      //Pixel 414: 104
6A      //Pixel 415: 106
6B      //Pixel 416: 107
6C      //Pixel 417: 108
6E      //Pixel 418: 110
6E      //Pixel 419: 110
6F      //Pixel 420: 111
6F      //Pixel 421: 111
6F      //Pixel 422: 111
6F      //Pixel 423: 111
6F      //Pixel 424: 111
6F      //Pixel 425: 111
6F      //Pixel 426: 111
6F      //Pixel 427: 111
70      //Pixel 428: 112
6F      //Pixel 429: 111
70      //Pixel 430: 112
70      //Pixel 431: 112
70      //Pixel 432: 112
70      //Pixel 433: 112
70      //Pixel 434: 112
70      //Pixel 435: 112
70      //Pixel 436: 112
6F      //Pixel 437: 111
6F      //Pixel 438: 111
6F      //Pixel 439: 111
6F      //Pixel 440: 111
6F      //Pixel 441: 111
6F      //Pixel 442: 111
6F      //Pixel 443: 111
6F      //Pixel 444: 111
6F      //Pixel 445: 111
70      //Pixel 446: 112
70      //Pixel 447: 112
70      //Pixel 448: 112
6F      //Pixel 449: 111
6F      //Pixel 450: 111
6E      //Pixel 451: 110
6D      //Pixel 452: 109
6D      //Pixel 453: 109
6C      //Pixel 454: 108
6C      //Pixel 455: 108
6C      //Pixel 456: 108
6C      //Pixel 457: 108
6C      //Pixel 458: 108
6B      //Pixel 459: 107
6A      //Pixel 460: 106
68      //Pixel 461: 104
64      //Pixel 462: 100
64      //Pixel 463: 100
64      //Pixel 464: 100
64      //Pixel 465: 100
68      //Pixel 466: 104
77      //Pixel 467: 119
80      //Pixel 468: 128
83      //Pixel 469: 131
85      //Pixel 470: 133
86      //Pixel 471: 134
86      //Pixel 472: 134
86      //Pixel 473: 134
86      //Pixel 474: 134
86      //Pixel 475: 134
86      //Pixel 476: 134
85      //Pixel 477: 133
84      //Pixel 478: 132
83      //Pixel 479: 131
83      //Pixel 480: 131
82      //Pixel 481: 130
82      //Pixel 482: 130
82      //Pixel 483: 130
82      //Pixel 484: 130
83      //Pixel 485: 131
8B      //Pixel 486: 139
A3      //Pixel 487: 163
A8      //Pixel 488: 168
AB      //Pixel 489: 171
A3      //Pixel 490: 163
7E      //Pixel 491: 126
66      //Pixel 492: 102
65      //Pixel 493: 101
65      //Pixel 494: 101
65      //Pixel 495: 101
66      //Pixel 496: 102
67      //Pixel 497: 103
68      //Pixel 498: 104
68      //Pixel 499: 104
69      //Pixel 500: 105
69      //Pixel 501: 105
6A      //Pixel 502: 106
6A      //Pixel 503: 106
6A      //Pixel 504: 106
6A      //Pixel 505: 106
6A      //Pixel 506: 106
68      //Pixel 507: 104
61      //Pixel 508: 097
2E      //Pixel 509: 046
2B      //Pixel 510: 043
27      //Pixel 511: 039
84      //Pixel 512: 132
85      //Pixel 513: 133
86      //Pixel 514: 134
86      //Pixel 515: 134
86      //Pixel 516: 134
86      //Pixel 517: 134
86      //Pixel 518: 134
87      //Pixel 519: 135
89      //Pixel 520: 137
8B      //Pixel 521: 139
8C      //Pixel 522: 140
8C      //Pixel 523: 140
8A      //Pixel 524: 138
87      //Pixel 525: 135
7B      //Pixel 526: 123
6A      //Pixel 527: 106
56      //Pixel 528: 086
55      //Pixel 529: 085
55      //Pixel 530: 085
55      //Pixel 531: 085
57      //Pixel 532: 087
58      //Pixel 533: 088
58      //Pixel 534: 088
59      //Pixel 535: 089
59      //Pixel 536: 089
5A      //Pixel 537: 090
5D      //Pixel 538: 093
60      //Pixel 539: 096
64      //Pixel 540: 100
66      //Pixel 541: 102
68      //Pixel 542: 104
6A      //Pixel 543: 106
6B      //Pixel 544: 107
6C      //Pixel 545: 108
6D      //Pixel 546: 109
6E      //Pixel 547: 110
6F      //Pixel 548: 111
6F      //Pixel 549: 111
6F      //Pixel 550: 111
6F      //Pixel 551: 111
6F      //Pixel 552: 111
6F      //Pixel 553: 111
6F      //Pixel 554: 111
6F      //Pixel 555: 111
6F      //Pixel 556: 111
6F      //Pixel 557: 111
6F      //Pixel 558: 111
6F      //Pixel 559: 111
6F      //Pixel 560: 111
6F      //Pixel 561: 111
6F      //Pixel 562: 111
6F      //Pixel 563: 111
6F      //Pixel 564: 111
6F      //Pixel 565: 111
6F      //Pixel 566: 111
6F      //Pixel 567: 111
6F      //Pixel 568: 111
6F      //Pixel 569: 111
6F      //Pixel 570: 111
6F      //Pixel 571: 111
6F      //Pixel 572: 111
6F      //Pixel 573: 111
70      //Pixel 574: 112
70      //Pixel 575: 112
6F      //Pixel 576: 111
6F      //Pixel 577: 111
6E      //Pixel 578: 110
6E      //Pixel 579: 110
6D      //Pixel 580: 109
6D      //Pixel 581: 109
6C      //Pixel 582: 108
6C      //Pixel 583: 108
6C      //Pixel 584: 108
6C      //Pixel 585: 108
6C      //Pixel 586: 108
6B      //Pixel 587: 107
6A      //Pixel 588: 106
69      //Pixel 589: 105
65      //Pixel 590: 101
63      //Pixel 591: 099
63      //Pixel 592: 099
64      //Pixel 593: 100
65      //Pixel 594: 101
73      //Pixel 595: 115
7B      //Pixel 596: 123
83      //Pixel 597: 131
86      //Pixel 598: 134
86      //Pixel 599: 134
87      //Pixel 600: 135
87      //Pixel 601: 135
87      //Pixel 602: 135
86      //Pixel 603: 134
86      //Pixel 604: 134
86      //Pixel 605: 134
84      //Pixel 606: 132
84      //Pixel 607: 132
83      //Pixel 608: 131
82      //Pixel 609: 130
82      //Pixel 610: 130
81      //Pixel 611: 129
81      //Pixel 612: 129
81      //Pixel 613: 129
82      //Pixel 614: 130
97      //Pixel 615: 151
A8      //Pixel 616: 168
AB      //Pixel 617: 171
A9      //Pixel 618: 169
9D      //Pixel 619: 157
67      //Pixel 620: 103
66      //Pixel 621: 102
64      //Pixel 622: 100
64      //Pixel 623: 100
65      //Pixel 624: 101
66      //Pixel 625: 102
67      //Pixel 626: 103
68      //Pixel 627: 104
69      //Pixel 628: 105
69      //Pixel 629: 105
69      //Pixel 630: 105
6A      //Pixel 631: 106
6A      //Pixel 632: 106
69      //Pixel 633: 105
68      //Pixel 634: 104
60      //Pixel 635: 096
2E      //Pixel 636: 046
2B      //Pixel 637: 043
2B      //Pixel 638: 043
27      //Pixel 639: 039
84      //Pixel 640: 132
86      //Pixel 641: 134
86      //Pixel 642: 134
86      //Pixel 643: 134
86      //Pixel 644: 134
86      //Pixel 645: 134
87      //Pixel 646: 135
89      //Pixel 647: 137
8A      //Pixel 648: 138
8C      //Pixel 649: 140
8C      //Pixel 650: 140
8A      //Pixel 651: 138
89      //Pixel 652: 137
87      //Pixel 653: 135
7B      //Pixel 654: 123
6A      //Pixel 655: 106
55      //Pixel 656: 085
55      //Pixel 657: 085
55      //Pixel 658: 085
55      //Pixel 659: 085
57      //Pixel 660: 087
58      //Pixel 661: 088
58      //Pixel 662: 088
59      //Pixel 663: 089
59      //Pixel 664: 089
59      //Pixel 665: 089
5D      //Pixel 666: 093
5F      //Pixel 667: 095
63      //Pixel 668: 099
66      //Pixel 669: 102
68      //Pixel 670: 104
6A      //Pixel 671: 106
6B      //Pixel 672: 107
6C      //Pixel 673: 108
6C      //Pixel 674: 108
6D      //Pixel 675: 109
6E      //Pixel 676: 110
6E      //Pixel 677: 110
6F      //Pixel 678: 111
6E      //Pixel 679: 110
6F      //Pixel 680: 111
6E      //Pixel 681: 110
6F      //Pixel 682: 111
6F      //Pixel 683: 111
6F      //Pixel 684: 111
6F      //Pixel 685: 111
6F      //Pixel 686: 111
6F      //Pixel 687: 111
6F      //Pixel 688: 111
6F      //Pixel 689: 111
6F      //Pixel 690: 111
6F      //Pixel 691: 111
6F      //Pixel 692: 111
6F      //Pixel 693: 111
6D      //Pixel 694: 109
6D      //Pixel 695: 109
6D      //Pixel 696: 109
6D      //Pixel 697: 109
6E      //Pixel 698: 110
6F      //Pixel 699: 111
6F      //Pixel 700: 111
6F      //Pixel 701: 111
6F      //Pixel 702: 111
6F      //Pixel 703: 111
6F      //Pixel 704: 111
6F      //Pixel 705: 111
6E      //Pixel 706: 110
6E      //Pixel 707: 110
6D      //Pixel 708: 109
6D      //Pixel 709: 109
6C      //Pixel 710: 108
6C      //Pixel 711: 108
6C      //Pixel 712: 108
6C      //Pixel 713: 108
6B      //Pixel 714: 107
6B      //Pixel 715: 107
6A      //Pixel 716: 106
6A      //Pixel 717: 106
66      //Pixel 718: 102
63      //Pixel 719: 099
63      //Pixel 720: 099
64      //Pixel 721: 100
64      //Pixel 722: 100
6C      //Pixel 723: 108
7A      //Pixel 724: 122
83      //Pixel 725: 131
85      //Pixel 726: 133
86      //Pixel 727: 134
87      //Pixel 728: 135
87      //Pixel 729: 135
87      //Pixel 730: 135
87      //Pixel 731: 135
86      //Pixel 732: 134
86      //Pixel 733: 134
85      //Pixel 734: 133
84      //Pixel 735: 132
83      //Pixel 736: 131
82      //Pixel 737: 130
82      //Pixel 738: 130
82      //Pixel 739: 130
81      //Pixel 740: 129
81      //Pixel 741: 129
82      //Pixel 742: 130
84      //Pixel 743: 132
9F      //Pixel 744: 159
A9      //Pixel 745: 169
AB      //Pixel 746: 171
A8      //Pixel 747: 168
8C      //Pixel 748: 140
67      //Pixel 749: 103
64      //Pixel 750: 100
64      //Pixel 751: 100
64      //Pixel 752: 100
65      //Pixel 753: 101
67      //Pixel 754: 103
68      //Pixel 755: 104
68      //Pixel 756: 104
68      //Pixel 757: 104
69      //Pixel 758: 105
69      //Pixel 759: 105
69      //Pixel 760: 105
69      //Pixel 761: 105
60      //Pixel 762: 096
2D      //Pixel 763: 045
2C      //Pixel 764: 044
2B      //Pixel 765: 043
2B      //Pixel 766: 043
27      //Pixel 767: 039
84      //Pixel 768: 132
86      //Pixel 769: 134
86      //Pixel 770: 134
86      //Pixel 771: 134
87      //Pixel 772: 135
87      //Pixel 773: 135
89      //Pixel 774: 137
8A      //Pixel 775: 138
8B      //Pixel 776: 139
8C      //Pixel 777: 140
8B      //Pixel 778: 139
8A      //Pixel 779: 138
89      //Pixel 780: 137
86      //Pixel 781: 134
7B      //Pixel 782: 123
6A      //Pixel 783: 106
55      //Pixel 784: 085
55      //Pixel 785: 085
54      //Pixel 786: 084
54      //Pixel 787: 084
55      //Pixel 788: 085
58      //Pixel 789: 088
58      //Pixel 790: 088
59      //Pixel 791: 089
59      //Pixel 792: 089
59      //Pixel 793: 089
5D      //Pixel 794: 093
5E      //Pixel 795: 094
63      //Pixel 796: 099
65      //Pixel 797: 101
67      //Pixel 798: 103
69      //Pixel 799: 105
6A      //Pixel 800: 106
6B      //Pixel 801: 107
6C      //Pixel 802: 108
6C      //Pixel 803: 108
6D      //Pixel 804: 109
6E      //Pixel 805: 110
6F      //Pixel 806: 111
6E      //Pixel 807: 110
6E      //Pixel 808: 110
6E      //Pixel 809: 110
6F      //Pixel 810: 111
6F      //Pixel 811: 111
6F      //Pixel 812: 111
6F      //Pixel 813: 111
6F      //Pixel 814: 111
6F      //Pixel 815: 111
6F      //Pixel 816: 111
6F      //Pixel 817: 111
6F      //Pixel 818: 111
6F      //Pixel 819: 111
6E      //Pixel 820: 110
6D      //Pixel 821: 109
6C      //Pixel 822: 108
6C      //Pixel 823: 108
6C      //Pixel 824: 108
6C      //Pixel 825: 108
6C      //Pixel 826: 108
6D      //Pixel 827: 109
6E      //Pixel 828: 110
6F      //Pixel 829: 111
6F      //Pixel 830: 111
6F      //Pixel 831: 111
6F      //Pixel 832: 111
6F      //Pixel 833: 111
6E      //Pixel 834: 110
6E      //Pixel 835: 110
6D      //Pixel 836: 109
6C      //Pixel 837: 108
6C      //Pixel 838: 108
6C      //Pixel 839: 108
6C      //Pixel 840: 108
6C      //Pixel 841: 108
6B      //Pixel 842: 107
6B      //Pixel 843: 107
6A      //Pixel 844: 106
6A      //Pixel 845: 106
67      //Pixel 846: 103
64      //Pixel 847: 100
64      //Pixel 848: 100
64      //Pixel 849: 100
64      //Pixel 850: 100
6A      //Pixel 851: 106
77      //Pixel 852: 119
80      //Pixel 853: 128
84      //Pixel 854: 132
86      //Pixel 855: 134
87      //Pixel 856: 135
87      //Pixel 857: 135
87      //Pixel 858: 135
87      //Pixel 859: 135
86      //Pixel 860: 134
86      //Pixel 861: 134
85      //Pixel 862: 133
84      //Pixel 863: 132
83      //Pixel 864: 131
82      //Pixel 865: 130
82      //Pixel 866: 130
82      //Pixel 867: 130
81      //Pixel 868: 129
81      //Pixel 869: 129
81      //Pixel 870: 129
82      //Pixel 871: 130
92      //Pixel 872: 146
A8      //Pixel 873: 168
AB      //Pixel 874: 171
AB      //Pixel 875: 171
A8      //Pixel 876: 168
6A      //Pixel 877: 106
65      //Pixel 878: 101
64      //Pixel 879: 100
64      //Pixel 880: 100
65      //Pixel 881: 101
66      //Pixel 882: 102
68      //Pixel 883: 104
68      //Pixel 884: 104
68      //Pixel 885: 104
68      //Pixel 886: 104
69      //Pixel 887: 105
69      //Pixel 888: 105
5F      //Pixel 889: 095
2E      //Pixel 890: 046
2C      //Pixel 891: 044
2C      //Pixel 892: 044
2B      //Pixel 893: 043
2B      //Pixel 894: 043
27      //Pixel 895: 039
84      //Pixel 896: 132
86      //Pixel 897: 134
86      //Pixel 898: 134
87      //Pixel 899: 135
87      //Pixel 900: 135
87      //Pixel 901: 135
89      //Pixel 902: 137
8A      //Pixel 903: 138
8A      //Pixel 904: 138
8A      //Pixel 905: 138
8A      //Pixel 906: 138
8A      //Pixel 907: 138
88      //Pixel 908: 136
86      //Pixel 909: 134
7B      //Pixel 910: 123
6A      //Pixel 911: 106
54      //Pixel 912: 084
54      //Pixel 913: 084
54      //Pixel 914: 084
54      //Pixel 915: 084
55      //Pixel 916: 085
57      //Pixel 917: 087
58      //Pixel 918: 088
58      //Pixel 919: 088
59      //Pixel 920: 089
59      //Pixel 921: 089
5C      //Pixel 922: 092
5E      //Pixel 923: 094
61      //Pixel 924: 097
65      //Pixel 925: 101
67      //Pixel 926: 103
68      //Pixel 927: 104
6A      //Pixel 928: 106
6B      //Pixel 929: 107
6C      //Pixel 930: 108
6C      //Pixel 931: 108
6D      //Pixel 932: 109
6D      //Pixel 933: 109
6E      //Pixel 934: 110
6D      //Pixel 935: 109
6E      //Pixel 936: 110
6E      //Pixel 937: 110
6E      //Pixel 938: 110
6E      //Pixel 939: 110
6E      //Pixel 940: 110
6F      //Pixel 941: 111
6F      //Pixel 942: 111
6F      //Pixel 943: 111
6F      //Pixel 944: 111
6F      //Pixel 945: 111
6E      //Pixel 946: 110
6E      //Pixel 947: 110
6C      //Pixel 948: 108
6B      //Pixel 949: 107
6B      //Pixel 950: 107
6B      //Pixel 951: 107
6B      //Pixel 952: 107
6B      //Pixel 953: 107
6B      //Pixel 954: 107
6C      //Pixel 955: 108
6C      //Pixel 956: 108
6E      //Pixel 957: 110
6F      //Pixel 958: 111
6F      //Pixel 959: 111
6F      //Pixel 960: 111
6F      //Pixel 961: 111
6E      //Pixel 962: 110
6E      //Pixel 963: 110
6D      //Pixel 964: 109
6C      //Pixel 965: 108
6B      //Pixel 966: 107
6C      //Pixel 967: 108
6C      //Pixel 968: 108
6B      //Pixel 969: 107
6B      //Pixel 970: 107
6B      //Pixel 971: 107
6A      //Pixel 972: 106
6A      //Pixel 973: 106
67      //Pixel 974: 103
64      //Pixel 975: 100
64      //Pixel 976: 100
64      //Pixel 977: 100
64      //Pixel 978: 100
6A      //Pixel 979: 106
75      //Pixel 980: 117
7D      //Pixel 981: 125
83      //Pixel 982: 131
85      //Pixel 983: 133
86      //Pixel 984: 134
87      //Pixel 985: 135
87      //Pixel 986: 135
86      //Pixel 987: 134
86      //Pixel 988: 134
86      //Pixel 989: 134
85      //Pixel 990: 133
84      //Pixel 991: 132
83      //Pixel 992: 131
82      //Pixel 993: 130
82      //Pixel 994: 130
82      //Pixel 995: 130
81      //Pixel 996: 129
80      //Pixel 997: 128
80      //Pixel 998: 128
80      //Pixel 999: 128
83      //Pixel 1000: 131
9F      //Pixel 1001: 159
A9      //Pixel 1002: 169
AD      //Pixel 1003: 173
A9      //Pixel 1004: 169
8C      //Pixel 1005: 140
67      //Pixel 1006: 103
64      //Pixel 1007: 100
64      //Pixel 1008: 100
64      //Pixel 1009: 100
65      //Pixel 1010: 101
66      //Pixel 1011: 102
68      //Pixel 1012: 104
68      //Pixel 1013: 104
68      //Pixel 1014: 104
68      //Pixel 1015: 104
5F      //Pixel 1016: 095
2E      //Pixel 1017: 046
2B      //Pixel 1018: 043
2B      //Pixel 1019: 043
2B      //Pixel 1020: 043
2B      //Pixel 1021: 043
2A      //Pixel 1022: 042
26      //Pixel 1023: 038
84      //Pixel 1024: 132
86      //Pixel 1025: 134
87      //Pixel 1026: 135
87      //Pixel 1027: 135
87      //Pixel 1028: 135
88      //Pixel 1029: 136
89      //Pixel 1030: 137
8A      //Pixel 1031: 138
8A      //Pixel 1032: 138
89      //Pixel 1033: 137
8A      //Pixel 1034: 138
